en_phrases
"Moonlight Tower, "
"Rampura Ekramunnesa High School, "
"Monika Hospital, "
"Josim sordar house ar jame mosjid, "
"Uk Physiotherapy and Rehabilitation Center, "
"Dariapur Hatapara Jame Masjid, "
"Md nasir uddin, "
"Pharmacy, "
"HAZARIGONGJ HIGH SCHOOL, "
"Vatara Govt.Primary School, "
Netrokona -Atpara Road
"Medhabikash High School, "
"md Anower hossin, "
"Rari bari Tero Kandi Jame Mosjid, "
"Department of Political Science, "
Prince Road
"PIZZA END, "
"Govt. Muslim High School Playground, "
Sharafat Gonj Lane
"Baitus Salat Jame Mosjid, "
"Momota Electronics, "
"Chatime, "
"T H enterprises, "
"Baitul Hasan Ra: Jame Masjid, "
"White Rose Mansion, "
"Jamiatul Ohid Al-Islamia Arabia Madrasa, "
"Lalkuthi School, "
13
"Uttar Baromanika Govt primary School, "
"Motherland School & College, "
Niribili Residential Area Road
komorpur to kulia road
"Upazila Market, "
"Faruk Tradding, "
"Satkhira Medical College, "
"Mowmon Villa, "
"M A Samad, "
"Monorom Telecom, "
"Stand Jame Masjid, "
Road of Nazir Ahmad house
"Najma Villa, "
"Bhaterchar stand Bazar, "
Momo Inn Park Road
"Food Land Bakery & Sweets, "
Culvert infront of Gulishakhali Government Primary School 103 no
"Jamtola Bazar, "
"Hamidia Mashjid Orphanage, "
"Deep tube well of 38 No Char Sultani Sontospur Govt. Primary School, "
"Wari Boteshwar, "
"Asekpur Union Parishod Complex, "
"Baitul Mumin Jame Mosque, "
"Southeast Bank, "
"Tole Plaza, "
"Humayun Kabir Tower, "
"Cosmetics Courner, "
"Sarishabari Upazila Health Complex, "
Ranisonkail Bus Stop
"Mosque in front of Kamal Hawladar, "
"Saiyem Shop, "
"44 no Sobuj Govt Primary School, "
"Saha Pharmacy, "
"Medical College Masjid, "
"Fatikchari Coronation High School, "
"Child Learning centre Soto dholi., "
"islampur shohidminar, "
1 No. Chawak Circular Road
"Aman Group, "
Hizla Road
"Khantakata Union Secondary School, "
"Debpur, "
"Al Arafah Islami Bank Ltd., "
"Ferry Division Barisal, "
"Radisson Blue, "
Narinda Road
"Mishti Baree, "
"Imamgonj Post Office, "
"Shah Sundar Shah Mazar, "
"Gairnitay Mandir, "
"Raj Pathology, "
U-Loop
"Khondoker Bari, "
"Kichukhon Restora, "
road-7
"Bara Keshtola High School, "
"Bandarban Cinema Hall, "
"Mayer Doa Automatic Dry Cleaners, "
Sadek Khan Ghat Road
"Toilet of Jhitka Govt Primary School, "
Jamadar house road
"Choksutrapur Jame Masjid, "
"Shak Homio Hall, "
"Abdul Karim Vila, "
"Vivo mobile, "
"Peninsula, "
Baganbari - Ailabon Rd
"Ancholik Passport Office, "
"Mostofa Hayder Academy Masjid, "
"Vatar Amtala Bazar Hat, "
"New Ma Cycle Store, "
"Pakuria, "
"Messrs al-Madina Sanatori, "
"Adda Sheba General Hospital, "
"Shasid Homio Hall, "
"Fresh lp gas bhaluka, "
"Kamal, "
"Ahona Super Shop, "
"Suchona Cloth Store, "
A Hakim Secondary School er samner Bridge
"Stadium Supper Market, "
"Comilla Palli Bidyut Samity-1, "
"Shikarikanda Bazar, "
Birahimpur Shal Forest Road
"Girzapara Road, "
"Sona Mosjid Filling Station, "
"Birampur Fire Station, "
"Basudepur Government Primary School, "
"Shaha Medical, "
"Paribag Mosque, "
"Rari bari jame mosjid, "
"jatree chawne, "
"Teember mill of Rafiq Mia, "
"Roya chotto hati govt. primary school, "
"Clothes Store, "
"Agrani Bank Bangladesh Limited, "
"Chowdhury Bar, "
"Shahabajpur Madrasa, "
"Golden Chimney, "
"Mosjid & moktab at Altaf Hossen Pondit house, "
"Dc park, "
"Gajirhat Khelar Math, "
Bashir Khanda Grame Memberer Barir Pasher Box Culvert
Gagon babu Road
"Marine Bird A Luxurious Cottages, "
"Gurudayal College Playground, "
"Ma Moni Ledis Tailor, "
"Khursed Store, "
"Bhi Bhi Auto Parts, "
"Limon Auto Works, "
"College Field, "
"Bashir Shingara Point, "
"Bakalia Govt. High School, "
Kawack
"Hyder Fermeci, "
"International Mother Language Museum, "
Adabor Road 5
"Kolapata Restaurent, "
Bangshal Road
"Banishanta Hedati Atimkhana, "
"Somobai Bazar, "
"Kaiyum Haircutting Saloon, "
"Sannalpara jame mosjid, "
"Femous Pharmacy, "
"Drugs House, "
"Char Bhadrasan Government College, "
"Rupa Beauty Parlour, "
Upjola Road
"25 No South saydpur gps cumCyclone shelter, "
"Bolla Jame Masjid, "
"Jobeda vila, "
"Sawon Villa, "
"Madrasah Market, "
Dhamrai-Kaliakair Road
"Mog bazaar Shishu Dibazotno kendro, "
"Janata bazar Queti madrasa, "
"Charkushai Primary School, "
"Js Telecom, "
boronal road
"Skyline Satellite and Telecommunications, "
"Mohor Ali Mia, "
"KUET Res. Math, "
"M/S Insaf International -3, "
"Next Fashion, "
"Choto Gurgola, "
"Rai Puri Filling Station, "
"Maishadi High School, "
"FaridpurUpazila Health Complex, "
"Patharkhali Shiv Temple, "
"Golden Benaroshi House, "
Gerua Rd
"Badhan Misttano vandar, "
"Rony General Store, "
"Resule Embroidery & Printing, "
"Hotel Super Star, "
"Sonali Garments, "
"Robertpara, "
"Hotel Provas Ltd, "
"Popular medical center, "
"ZamZam Tower, "
"Any vila, "
Khan bari Road
Exim Bank Road
"Podua Bazar, "
"The National Diagnostic Center, "
"Beauty Laundry, "
Goalbari Monir Masterer Barir Saner Rasta Eit Solin And Nonmetal Road
"Purbo Ulon Jame Mashjid O Forkania Madrasa, "
Kewar Hawla To Wabda Road Er Sako
"Softlink, "
"Sarna Kutir Biponi Bitan, "
"Creative Park, "
"Vegetable farm of Amin Majhi, "
"Bhi Bhi Jalaliya Motors, "
"Railway Senior rest house, "
"Khan Jahan Ali College Math, "
"Ideal kindergarten School, "
"New Life Pharma, "
"new polly hotel, "
"Mollakori, "
"Akash Hair Fashion, "
"Shibpasha High School, "
Palpara Bus Stop
"Amonot market, "
"Bakerganj Upazila Health Complex, "
"Tazel Tailor Shop, "
Kochi Kantho Goli
"Hotel CHaya Neer, "
Delowar Shekher Bari Theke Ajgor Shekher Barir Rasta
"Eagle Trade International, "
Road 48
"uttar Ramchandtapur, "
"Amtol Moddhopara Sree Sree Setola Mondir, "
Ullapara - Tarash Rd
"Shahjalal Auto Color & Parts, "
"Dakhin Tobgi Mashreki Go vt Primary School, "
"Rohimanagar CNG Stand, "
"Madhuban, "
"Baitul Haque Jami Mosque, "
"Chittagong Development Authority, "
"Ekota Bhabon, "
"Hotel Salauddin, "
"Comfort Doctors Chamber, "
"Dui Bhai Sanitary, "
"Xxx, "
"Borodol Bug Bari Ultar Para, "
"University play gorund 2, "
"Savasaachi, "
Lalmatia Block E
"Rupdia Mondir, "
"TVS Autos, "
"J M Travels, "
"Modhuban Cineplex Bogura, "
"Sumaiya Pharmacy, "
"High School Market, "
"Comilla Hardware, "
"Queens Hospital Pvt. Ltd, "
"Bisheri Ghata Baitul Mamur Jam e Mosque, "
"Bothipara Mosque, "
Bibrhat-Sundarpur Road
"Chittagong College, "
"Bagmara, "
"Link Telecom, "
"Fire Service and Civil Defence Statio, "
"Soro Telecom, "
"Govt. Collage Hostel, "
"Art Cottage Technologies, "
"Chand Jame Mosque, "
"Kazi Md. Sharif Jam-E-Mosque, "
"Ibrahim Sarkar, "
"Poschim Neta Haulader house Jame Mosque, "
"Momener poultry farms, "
"Shariatpur General Hospital, "
"Shree Guru Sornaloy, "
"Santi Neer, "
"JUST Main Playground, "
"Litu General Hospital, "
"1-99 plus, "
Alim Master Goli
"Daffodil Computers Ltd, "
"Giridhar High School Length 400 feet width 300 feet: 3 acre land, "
"Quazi Villa, "
"Ahmed Vabon, "
"OxR Bazar, "
"Eran Laboratory School, "
"Wedding Sharee, "
"Girl's school, "
"Shovon Drugs, "
"St Thomas Church, "
Jhaflong - Tamabil Bypass
"Cafe Jessore 7400, "
"L K Jewellers, "
"Bijoy Hotel, "
"Tara Mosjid, "
"Mobile Repair, "
Charpara By Ln
"Feroza, "
"New Food Park, "
"Ruma Bakery, "
"Srerampore Jame Mosque, "
"Floriade, "
Anurup Road 10/2
"Gobindoganj Thana Mosjid, "
"Dewan Bazar Field, "
"CIPRB, "
"Hasan Bedding Store, "
"Prithibi Jpeal school, "
Bagmara Main Road
"Bangabandhu Government Primary School, "
"CNB gowaduan, "
Hathazari Road
"Aillpara Jame Masjid, "
Road 08
"UPNTOP Lady's And Kids, "
"Mahammoda Villa, "
"18, "
"choddoshoto bazar, "
"Dutta Bazar, "
"Morakhola EidGah, "
"OSMANGONJ HIGH SCHOOL, "
"Teletalk Service Point, "
"Bhatai Kali Mondir, "
"Babuganj Upazilla Parisad Rest House, "
Road from borobari social development road to Dukhi Koyal bari
"West Joyenagar primary school, "
"Directorate of Primary Education, "
"Natore New Bus Terminal, "
Majhidaha Polghat Rd
"Tube well of Altaf Howladar bari, "
"Bangladesh Office Equipment, "
"International Organization for Migration, "
"Dighali union Complex, "
"Mirza Vobon, "
"hairdresser, "
"Bengal Confectionary, "
"85 No Uttar Haildhar, "
"312/B, "
"Chowdhurygaon Primary School, "
Kalvart Road
"CHAR LULIN BANGALA BAZAR JUNIOR SCHOOL, "
"Sheikh Bastraloy, "
"Chauddagram Masjid, "
"Tasen Medicine Corner, "
"Explotion, "
"Departmental Store, "
"Abdul Rof miyea Villa, "
"Amtoil High School Field, "
"Pubali Paper Store, "
"CBMCB Boys Hostel, "
"Malonchay Rest House, "
"Shahid Asad Collegiate Girls' High School & College, "
"Dr. Nadira Begum, "
"14 No. Baroikhali Union Porishod, "
"Amit's Resident, "
"Hazi Mohammad Mia Market, "
"Clasic Furniture, "
"Tanjina Center, "
"Ajmeri store, "
"Taltola ESDO School, "
"Hote Mehedi, "
"kodomtoli CNG filing station prang, "
"Chy. Para Jame Mosque, "
"Bus Stand Hotel, "
"Badda Darbar Restaurant, "
"Asu Valley 84, "
"Mothbari Kali Temple, "
Pathsala Goli
Sorhab lane
"hall market, "
"Lengura Mosque, "
Noapara Bridge
"Howladar house Jame mosque, "
"Baniajuri, "
"Roudro Ecademic Care, "
"Chandpur Bus Terminal, "
"Kolkepara Jami Mosque Tinshad, "
"Tube well of Matboy house, "
"Megh, "
Chalakchar Road
Kendua - Madan Road
"Mithamon Hotel and Restaurant, "
"Muzzamed General Store, "
"EBL 365 ATM, "
"Rup Shangi Beauty Parlar, "
"Equity Nandini, "
"Up land office atgao, "
"Padma Rent a Car, "
"Jahed Karim, "
"Reshmi suta, "
"Hoglapata Jam e Mosque, "
"Park Mosque, "
"Padma Shurma Cinema Hall, "
"Dowarbazar Upazila Health Complex, "
"Shopon Tea Store, "
Bangla Bazar
"BIAM Foundation & Auditorium, "
"Nakla Shahriar Alim Madrasha, "
"Shobdak, "
kurni bus stop
"Upazilla Parishad, "
Savar Manikgonj highway
"Taha IT Link, "
"Hotel Nurjahan, "
"Gausul Azam BNSB Eye Hospital, "
"Meherab Shoes, "
Gaikur Road
"Hotel Heritage, "
"Al Arafah Islami Bank Ltd, "
"Superintendent of Police's Office, "
"BETAR Gopalganj, "
"Jahangir Villa, "
"Amin Pharmacy, "
"Nandail, "
"Sotota Cloth Store, "
"Edris Mowlovi Barir Samner Jame Masjid, "
"Micronet Computers, "
"PURBA MEHAR ADARSHA HIGH SCHOOL, "
"Bhi BHi Radiator Workshop, "
Crescent Club Goli
"NCC Bank ATM, "
"Bhurungamari Upazila Health Complex, "
"Govt. Shahid Abdus Salam College, "
"New Brothers Electric Fittings, "
"Latif Commercial, "
"Wonderela Green Park, "
"LG showroom, "
Chengtapara Road
Daiara - Norhori - Debpur Road Monohorganj
"Bajerdanga Govt Primary School, "
19
"M/S Beli Filling Station, "
"HOSSAINPUR S P UNION HIGH SCHOOL, "
"Sananda Saree, "
Pacca Road of Bandhar par
"Andulia West Govt Primary School, "
"Sunmoon Hear cut, "
Rajbari Road
"Creative Zone, "
"Manpura Launch Terminal Jame Mosjid, "
"Mollah Electronics, "
"South Baherchor Modina Jame Mosque, "
"Government Graphic Arts Institute, "
"SADI PUR HIGH SCHOOL, "
"Durjoy Filling Station, "
"Supraio gornodi mistanno vander, "
"Pharma Ad, "
Surihari Golapbag - Ramnagar Rd
"Noman General Store, "
Arapara Rd
"Barisal Police Line, "
"Salva Vida, "
Tnt road
Latif Hang Barir Samner Sako
"Comilla Central Park DSP, "
"Al-Arafah Islami Bank Limited, "
"foot Village Restaurant, "
"Institute of Professional Training & Education Center, "
"Darbasta Bazar, "
Line 9
"Hatibandha Police Station, "
"Shilaidaha Kuthibari, "
"Mizmizi Dokkhin Para Baitul Mamur Jame Mosjid, "
"Tm Top Ten Tailor and Fabrics, "
"Western Grill Restaurant, "
"Sahalom Baby, "
"Unmesh Adorsho High School, "
"Alif Homeo Hall, "
"Azmiri Gardenia, "
"Hafizia Madrassa, "
"Joynal Hang Barir Tubewell, "
Al Amin Road
"Aziz Homio Pharmacy, "
"Noagoan Football Khelar Math, "
Langolband Bus Stop
"Tubewel of Sordar Hat Govt. Primary School, "
"Fabric View, "
"Best Garder Community Center, "
"Motiganj Bus Stop, "
"Dhaka Biriyani House, "
"Riazul Jannah Jame Masjid, "
Huseyn Shaheed Suhrawardy Rd
"50, "
"Presidency University, "
"Barashat Govt Primary School, "
"Mridha house Tubwell, "
"Bazar beside Shirajul Haque Master bridge, "
Vocational Road
"CHONDRALEE, "
"Ekro Hotel, "
"Sobhan pharmacy Bagerhat sadar, "
"DSB Office, "
"Adorsha Bidda Nuketon, "
Jamal Khan By Lane
"Jahan CNG Filing Station, "
Kacha Bazar Road
"Electronic Somvar, "
"Mayer Doya Hotel & Jhal Bitan, "
"Anondo Hotel & Resturent, "
"Tanima Medical Hall, "
"Sattar, "
"Matabbor Vila, "
"Kochu Buniya Market Mosque, "
"Kaichapur, "
"Nimsar High School, "
"Satgaon Jibdara High School, "
Laladighirpar Road
"Jadur Char East Para Bridge, "
"Kanialkhata BL High School, "
"Bashir Jewelery, "
"Mohona, "
"SHELTECH BITHIKA, "
"Choytabo Bus Stand Jame Masjid, "
"Jagdal High School, "
"Rahamatganj Playground, "
"Bablu Medicine Centre, "
Char Ganga Kheya Ghat To KachiaBunia Kheya Ghat Rasta
"Hazir Para Masjid, "
"ANCC Female Dormitory, "
"Govt Physical College, "
"Ramrail, "
"MSF Health Post, "
"Danshiri Enterprise, "
"Hajrat Shajalal Jame Mosque, "
"Computer Source, "
"Burger King, "
"Kanaighat Ideal School, "
Dijuse Goli
kazir cor road
"Sona mia, "
"Milon Mondir Bejura, "
"Tanore Upazila Health Complex, "
"Matabbar Bari Jame Mosjid, "
Road from Nornagar Govt. primary school to Lalmohon's house
"Mosque of Nuru Bepari, "
KaborSthan Road
"Sea Crown, "
"Messers Jarif Medico, "
Jessoe-Khulna Hwy
"Jomaddar Para Govt. Primary School, "
Bara Keshtola Westpara - Haria Hossainpur Road Monohorganj
"Chatter Khan, "
"Badh Ghat Jame Mosque, "
"Rosedale, "
alamgir road
"Home Graphic, "
"Ranirhat Mosjid, "
Aliya Member Goli
"Samaj Sahildep, "
"S.S.Hardware, "
"Chiken farm of Kalam Mia, "
"Holy Homes International School & College, "
"Relation Park Community Center, "
"Faruk Jewellers, "
"Sirajganj Police Station, "
"Jirbunia Bazar, "
Amena Khatun Road
"China Bangla Shopping Complex, "
"Sumaiya Jewellers, "
"Mahabub Pharmacy Korail, "
"Ashokathi Filling Station, "
"Grameen Bank Limited., "
Kabirhat Road
"Runa Nir, "
"Bakerganj Dak Banglow, "
"Guinea Pig, "
"Nipa Sharee & Sheet Bitan, "
"The Amber Room, "
Sera Bangla Goli
"Mina Bazar, "
"Topman Bangladesh, "
"Farid Villa, "
"Akther, "
"Don View KG & High School, "
"64 no Dhania Govt primary School Cyclone Shelter, "
"Peayerpur Bazar, "
"Thana mosque, "
"New Market, "
"Chayolta Toli Post Office, "
Shiwal Khawa to Namuri Road
"Kathal Bari Mosque, "
"Late Hasim Uddin Ahmed Habu, "
"Desh Capital Manegment, "
"Pubali Bank Limited Rangunia Branch Chittagong, "
"Bonogram Bazar Bus Stop, "
"Shams Filling Station, "
"Twist & Taste, "
"The M R Tailor, "
"Haque Nurcing Home, "
"Holy Family Red Crescent Medical College and Hospital, "
"Shuvo CNG Filling Station, "
"Kazirbazar Post Office, "
local road
"Rayenda market, "
"Parbatipur Police Station, "
Kacha Road Eastern side of Jasim Chairman House
"Mollah Hardware, "
"Ruksana Shari Ghor, "
30 No Bogi Govt Primary School Theke Calitabunia Bazar It soling rasta
"Nurella Jame Mosjid, "
"Khan Mohammad Mridha Mosque, "
"Rangpur Technical School & College, "
"Sonarang-Tongibari Uniond Land Office, "
Chandgaon New CDA R/A Road
"North End Coffee Roasters AIS/D, "
"Jurain Grave Yard Mosque, "
"Star hotel & kabab, "
"Gazi Biriyani, "
"Jugirhuda Abul Hossen Dakhil Madrasah, "
"Bhola Stadium, "
"KU Stage, "
"Black Sea Tailors & Fabrics, "
"Adhunik khotona and minor surgery center OS, "
"Haircut Saloon, "
Rd 4
"Marine Collection, "
"Kheya ghat, "
"Rongdhanu Highway Restaurant, "
"Jakariya Biryani House & Restaurant, "
"Bonoful and Co, "
"Kasba Mosque, "
"Ajmari Villa, "
"West para village, "
"Jurgown Field, "
Nazumiar Hat Bus Stop
Kutacha road from jatgaon graveyard to achanpur cemetorium
"Ayan Fashion, "
"Kumkum pharmacy, "
"Perua Govt. Primary School, "
"Sagar Publishers, "
"National Dental Care, "
"Showrav Tayar Store, "
Kacha road from Amanullah Moulavi house to Matabbor bari
"Bhatgram, "
"Hazi Noor Nobi Market, "
"Nijpara Jame Mosjid, "
"Super Jute Mill Misque, "
"Place Ashiana, "
Botola road
Shadupara Road
"Popular Medicine Corner, "
"La Vita, "
"Jononi Pharmacy Ershad school ground Korail, "
"Daarul Huda Jame Masjid, "
"Nishat Medical Corner, "
"New Popular Hotel And Restaurant, "
"Cotton Quilt pillow market, "
"Shah Sultan CNG Auto Mobel, "
"Nilu Pharmacy, "
"Habiganj General Hospital, "
7 no.
"Shuvulla Mosque Dholla Mosque, "
Road 8 Block F
"Patabuka Cemeteries, "
"Nur Jame Mosjid, "
"Ability Based Acclerated Learning Centre, "
"Coffee corner Chinese restaurant, "
"Medha Bkas Biddya Niketon, "
"Baitul Mamur Jame Mosque, "
"YWCA Nursery School, "
"Water Pump WASA, "
"Fishing Market, "
Bangla Bazar Bus Stand
"Al Madina Jam e Mosque, "
"Sonargaon Salt Industries ltd. MGI, "
"CNG Repearing, "
"SIRAJ_UDDOULA PLAY GROUND, "
"Alfadanga, "
Arappur Bus Stand
"Panchori Bazar Mosqse, "
"Uttor Sutaluri Secondary School, "
PWD Colony Road
Chawra 3 no. Ward Road
"Tekno Motors, "
"Electromart Telecom, "
"Water Purification and Supply Center, "
"Bijoy singh digi pard, "
"BRAC prac Primary School, "
"Chandipur Math, "
"Adila Homeopathic, "
"CHAR AFZAL AZAD MEMORIAL HIGH SCHOOL, "
Padstreain bridge
Kutub Deor Gola Road
Lawkhola Road
"Baytul hassan jame mosjid, "
"Isapur Fayzia Bazar, "
"MF-C grill chicken, "
"Milon Telecom, "
"Khaserahata Market, "
"M/S KAMAL ELECTRIC & PAINT SUP, "
"Choyonika Library, "
Pulpar- Ityadi Mor Goli
"Sun Shine Overseas, "
"Anayet Villa, "
"Gazetted Officers' Colony, "
"Rubaiya Thai Aluminum, "
"Bara Keshtola Govt. Primary School, "
"Nawab Bari Graveyard, "
Dokkhin Tilla Road
"R.S. Enterprise, "
"Islami Insurance BD Ltd, "
"School+shelter, "
Immamganj Road
"Potuakhali Pharmacy, "
Shahid Smrity School Raod
"Chandina Bazar Mosjid, "
"Tazal mamber house Jame Mosque, "
"Ibrahim Haji Bari Jame Mosque, "
"Muktasha Hall, "
"Honda Motors, "
"Alam Ex Re Diagonestics, "
"Jahin Pharmacy, "
"Prince Bazar Ltd, "
"sri sri horiram temple, "
"CBMC Masjid, "
Hazi Abdul Rashid Lane
"Bristy Shari Ghor, "
"Solar Soft, "
Bus Stand Road
"Mollha car wash & sarvising, "
"Long Life Shoes, "
"Islampur Jame Mosjid, "
"Agarpur Police Station, "
Nader Hossain Road
"Paradise Maria, "
"Gate-1, "
"Aporupa Fashion, "
Kuncha Road of Marlago house
"Shre Shre Hori Mondir Pashcim Calitabunia Sarbojononi Puja Mondir, "
Mohamuni Bus Stand
"Monohorganj Upazila Dakbanglow, "
"Laz Pharma Medical Hall, "
"Zia Heart Foundation Hospital & Recharch Institute, "
"Renaissance Dhaka, "
"38 No Gabbunia GPS Kam Cyclone Center, "
"Mobarak Printers, "
"Manika Secondary School, "
"Ador Store, "
"RJ Computer & Electronics, "
Bokshi Bari Road
"Kakeena Bazar, "
"Kazipara Road, "
"Dhanmondi Apartment, "
"Local market in front of Baitul Aman Jame Mosque, "
"Bytul Azize, "
"Saffan Villa, "
East Bashaboo LANE -1 Dhaka
"Velanagar Bazzar Eidgah, "
"A Haque Machinery, "
Chalkdublia-Mokondopur Rd
"Rupali Bank Ltd. Bangla Bazar Branch, "
"ESDO Guest House, "
Dinnathsen Road
"Bismillsh Filling Station, "
"Jge Otho Foundation, "
"Majar sharif, "
"Rahman Bostraloy, "
"kolamahal Jame Mosjid, "
"Madhabpur Model Government Primary School, "
Tin_thopa para bridge
Road 2A
Maddha Danga Main Road
"Burger Xpress Mirpur, "
"Akboria, "
"Mahi Medical Hall, "
"Potuakhali Govt. College, "
"Koddar Mor, "
"Kullagora, "
Katcha road located at the north of Sagor Par Bazar's Madrasa
Beily Bridge infront of Bangla Bazar
"VonDutch, "
"Cricket Garden Rangpur, "
"Jame Mosque in front of Hafijur member house, "
"Saittapir Bridge Market, "
"Chandura Petrol Pump, "
"Ghogadaha, "
"Computer Market, "
"Holy Diagnostic Center, "
"Sopon Telecom, "
"Paniumda Purbopara Government Primary School, "
Avenue 7
"Jk Pilot High School, "
"Beltola Jamee Masjid, "
"Tubewel Beside Ali Ahmad House, "
"Telegati Degree College, "
"Gorgious Tailors, "
"Mohammadpur Sub Post Office, "
"Tachipool Jamee Mosjid, "
"Amina Hossain Pilot School, "
"Uttar Amtola Sorbojanin Sree Sree Kali Mondir, "
"Hamdard, "
"Babu Cycle Store, "
Road 03
"Dhaka Plus One Japanese Inspection Company, "
"South tapurre School Tube well, "
W Kadhurkhil Kazi Rasta
"Tajimuddin super Market, "
"State University of Bangladesh, "
Nasir Khaner Goli Dhalka Nogor Lane
mohespur road
"Resa Benaroshi, "
Ena Counter Tongi
Gowalkhali Link Road
"Medical square OS, "
"Walton plaza, "
"Md. Ali akkas selon, "
"Kendu Joyhari Spray Government High School, "
"Jtiyo Natyashala, "
"Sinthia CNG Refuelling and Conversion Centre., "
"baroi feri ghat al modina jame mosjid, "
Dhanmondi 32 no. Bridge
"Lohacura Jami Mosque, "
"Hotel Shams International Jessore, "
"Upzilla Porishad Bidya Nikaton, "
Avenue 2 Love Road
W Toothpara Main Road
"Shaher Nogor Jame Mosque, "
"Ghonapara Bazar, "
"Taj CNG Filling Station, "
"Hello Dhamondi, "
"Dream's Children School, "
"Green Welfare Center Field, "
Rd 8
"Hamdah Jame Masjid, "
"Troller ghat, "
"Al Haj Imam Uddin High School, "
"Kadiyani Jame Masjid, "
"Alif Garments, "
Foyez Chowdry Goli
"Ishwarganj Upazila Health Complex, "
"kartikpur govt. primary school, "
"Baper Beta Cha Stall, "
"Messers Sanitary ware, "
"Motel Upal, "
"Dhamainagar Bazar, "
"Bhukar Bhanga Point Bus Stop, "
"Chittagong Computer City, "
"Kartikpur Bazar, "
"Baitul Jannat Jame Mosjid, "
